frame_index,timestamp,shoulder_line_angle_2d_signed_deg,hip_line_angle_2d_signed_deg,xfactor_proxy_deg,valid,left_elbow_angle_2d_abs_deg,right_elbow_angle_2d_abs_deg
0,0.000000,136.010795,158.996064,-22.985269,1,,160.679356
1,0.033182,80.323245,139.512759,-59.189515,1,,158.847221
2,0.066364,51.442437,87.238138,-35.795701,1,,158.890996
3,0.099545,52.009929,100.262062,-48.252133,1,,158.858958
4,0.132727,81.003226,125.367224,-44.363999,1,,160.107184
5,0.165909,158.715839,157.040144,1.675695,1,,161.905003
6,0.199091,-170.653231,168.239796,-338.893027,1,,162.761293
7,0.232273,-172.203204,171.581606,-343.784810,1,,163.135009
8,0.265455,-167.697861,178.577638,-346.275499,1,,155.335821
9,0.298636,-166.076909,-178.911381,12.834472,1,,143.736435
10,0.331818,-163.990220,-175.999678,12.009459,1,,137.799682
11,0.365000,-162.560955,-172.934372,10.373417,1,,130.829299
12,0.398182,-159.616924,-168.888422,9.271498,1,,118.687575
13,0.431364,-156.070584,-166.843822,10.773239,1,,114.641317
14,0.464545,-149.586798,-167.195189,17.608391,1,,110.776906
15,0.497727,-154.255109,-166.778547,12.523438,1,,95.284565
16,0.530909,-156.513681,-165.871791,9.358110,1,,145.245341
17,0.564091,-156.800739,-165.453148,8.652410,1,,85.188327
18,0.597273,-158.906696,-165.383381,6.476685,1,121.492339,94.666671
19,0.630455,-158.793980,-165.010533,6.216553,1,130.848734,85.398907
20,0.663636,-159.917481,-165.678000,5.760519,1,136.401625,101.364568
21,0.696818,-161.661055,-166.480517,4.819462,1,143.287353,106.182433
22,0.730000,-162.459466,-166.673979,4.214513,1,146.936416,109.970405
23,0.763182,-163.358502,-166.493717,3.135215,1,150.056827,113.994189
24,0.796364,-164.138768,-165.967078,1.828310,1,149.007275,116.824918
25,0.829545,-164.056798,-165.697799,1.641001,1,150.641035,110.560141
26,0.862727,-164.097811,-165.067158,0.969346,1,151.113173,109.505750
27,0.895909,-163.439688,-165.039288,1.599601,1,149.209029,112.412992
28,0.929091,-163.939029,-165.033761,1.094732,1,146.785434,111.275141
29,0.962273,-162.508544,-165.825245,3.316701,1,136.004961,98.139800
30,0.995455,-160.295422,-166.134803,5.839381,1,122.180155,75.912485
31,1.028636,-159.550833,-166.568863,7.018030,1,117.015612,46.932381
32,1.061818,-155.669358,-168.320281,12.650923,1,101.416451,42.573661
33,1.095000,-153.736455,-167.761904,14.025449,1,70.581644,92.930753
34,1.128182,-162.216934,-175.130108,12.913173,1,166.300431,127.402225
35,1.161364,-178.325489,172.775812,-351.101301,1,164.713661,138.818854
36,1.194545,84.833248,116.699282,-31.866034,1,130.940792,145.430771
37,1.227727,37.357885,14.882889,22.474996,1,116.237378,141.714889
38,1.260909,33.266702,12.939843,20.326859,1,66.448851,20.225414
39,1.294091,33.106341,12.504872,20.601468,1,43.609565,31.019925
40,1.327273,32.891896,12.671343,20.220553,1,3.067567,37.806374
41,1.360455,27.825074,11.241089,16.583985,1,35.322257,4.261509
42,1.393636,22.891844,9.134918,13.756926,1,49.345015,118.517999
43,1.426818,15.705398,8.101241,7.604157,1,53.273920,148.250760
44,1.460000,10.724488,7.647905,3.076584,1,60.805281,134.830338
45,1.493182,4.617566,6.923118,-2.305553,1,62.796490,117.006606
46,1.526364,6.046118,6.693422,-0.647304,1,50.393830,95.569332
47,1.559545,6.114784,50.571660,-44.456875,1,44.391815,85.339552
48,1.592727,170.780266,177.094624,-6.314358,1,48.635534,44.561843
49,1.625909,-1.792763,-30.859155,29.066393,1,35.033889,45.697856
50,1.659091,-1.776809,-30.152420,28.375611,1,19.052460,59.801959
51,1.692273,-1.496914,-9.424550,7.927636,1,2.747342,71.293283
52,1.725455,-2.858979,-9.292177,6.433198,1,0.625092,86.489287
53,1.758636,-3.998409,-9.655854,5.657444,1,0.299329,
54,1.791818,-70.088435,-140.061426,69.972991,1,22.059172,
55,1.825000,-62.393639,-143.181536,80.787896,1,21.233203,
56,1.858182,-163.041176,-169.664931,6.623755,1,39.986514,
57,1.891364,-163.462552,-171.436040,7.973488,1,49.680993,
58,1.924545,-155.429802,-171.861421,16.431619,1,48.730288,
59,1.957727,-131.771152,-170.813070,39.041917,1,52.293483,
60,1.990909,-25.356363,-166.799845,141.443483,1,45.425263,
61,2.024091,-8.717608,-9.511970,0.794362,1,26.474964,
62,2.057273,-5.429424,-5.038752,-0.390672,1,21.947750,
63,2.090455,-5.104240,-5.040694,-0.063546,1,30.003601,
64,2.123636,-5.146741,-3.195240,-1.951500,1,33.958211,
65,2.156818,-5.173274,-2.771327,-2.401947,1,33.044342,
66,2.190000,-2.895682,-3.532777,0.637095,1,33.826856,
67,2.223182,-1.728899,-3.506475,1.777576,1,37.451138,
68,2.256364,-1.950570,-2.950129,0.999559,1,40.007410,
69,2.289545,-1.122987,-2.698646,1.575659,1,41.533753,
70,2.322727,-1.381364,-2.908973,1.527610,1,42.426391,
71,2.355909,-1.618217,-2.761025,1.142808,1,41.303599,
72,2.389091,-1.938812,-3.172880,1.234069,1,40.939623,
73,2.422273,-1.874182,-3.114092,1.239910,1,41.654006,
74,2.455455,-2.077072,-3.105928,1.028856,1,41.052124,
75,2.488636,-2.554399,-3.162775,0.608376,1,39.810325,
76,2.521818,-3.375075,-3.186432,-0.188642,1,40.384122,
77,2.555000,-3.202735,-3.719895,0.517160,1,40.884030,
78,2.588182,-3.469804,-4.359404,0.889600,1,41.890131,
79,2.621364,-3.912607,-5.113829,1.201222,1,42.540017,
80,2.654545,-4.000888,-4.826881,0.825993,1,43.837398,
81,2.687727,-4.166919,-5.667124,1.500205,1,44.655262,
82,2.720909,-4.252269,-5.528900,1.276631,1,44.138641,
83,2.754091,-3.467093,-4.786174,1.319081,1,44.009252,
84,2.787273,-3.436684,-4.802682,1.365998,1,44.561674,
85,2.820455,-3.276510,-4.209931,0.933421,1,44.884045,
86,2.853636,-3.742952,-4.394595,0.651643,1,41.504394,
87,2.886818,-3.200601,-3.142532,-0.058069,1,42.856621,
88,2.920000,-3.169390,-4.774754,1.605364,1,47.803546,
89,2.953182,-3.083338,-4.127176,1.043838,1,46.096292,
90,2.986364,-3.053621,-4.140305,1.086684,1,47.254591,
91,3.019545,-3.288048,-4.151440,0.863392,1,48.090961,
92,3.052727,-3.171625,-4.008321,0.836696,1,46.505377,
93,3.085909,-3.067164,-4.015035,0.947870,1,46.889364,
94,3.119091,-3.062393,-3.993706,0.931313,1,47.152524,
95,3.152273,-3.201445,-4.361023,1.159579,1,47.188540,
96,3.185455,-3.690550,-4.387961,0.697412,1,46.859145,
97,3.218636,-3.946501,-5.416666,1.470165,1,47.482736,
98,3.251818,-4.055655,-3.756464,-0.299191,1,43.980931,
99,3.285000,-3.983915,-3.811385,-0.172530,1,44.702591,
100,3.318182,-4.453945,-4.425532,-0.028413,1,49.683929,
101,3.351364,-5.209220,-4.142963,-1.066257,1,49.829593,
102,3.384545,-4.548236,-3.953284,-0.594952,1,46.754743,
103,3.417727,-4.279277,-4.053895,-0.225382,1,47.116928,
104,3.450909,-4.085718,-4.112405,0.026687,1,46.901220,
105,3.484091,-4.012532,-4.266143,0.253611,1,47.007402,
106,3.517273,-3.898854,-4.368002,0.469148,1,45.241846,
107,3.550455,-3.631509,-4.539910,0.908401,1,47.003026,
108,3.583636,-3.858621,-4.928858,1.070237,1,46.845972,
109,3.616818,-3.705831,-4.259869,0.554038,1,46.881235,
110,3.650000,-3.612149,-4.526294,0.914145,1,43.925907,
111,3.683182,-3.169418,-4.561913,1.392495,1,44.746120,
112,3.716364,-3.350419,-4.743503,1.393084,1,44.355062,
113,3.749545,-3.138597,-4.547664,1.409067,1,45.537278,
114,3.782727,-3.181738,-4.405162,1.223423,1,45.999131,
115,3.815909,-2.821982,-4.742211,1.920229,1,46.554788,
116,3.849091,-3.408239,-5.128267,1.720027,1,45.435859,
117,3.882273,-3.196156,-5.104585,1.908430,1,47.206771,
118,3.915455,-3.241091,-5.130289,1.889199,1,45.725404,
119,3.948636,-3.300748,-5.062285,1.761537,1,46.207086,
120,3.981818,-3.531876,-5.096097,1.564221,1,45.448569,
121,4.015000,-3.666856,-5.316469,1.649613,1,45.794829,
122,4.048182,-3.410431,-5.004566,1.594135,1,46.540773,
123,4.081364,-3.942371,-5.764105,1.821734,1,47.322676,
124,4.114545,-3.929248,-4.576756,0.647509,1,47.791782,
125,4.147727,-4.322761,-5.586083,1.263321,1,48.195294,
126,4.180909,-4.367251,-5.145031,0.777780,1,48.583970,
127,4.214091,-4.425602,-5.246866,0.821264,1,49.792283,
128,4.247273,-4.439474,-5.248319,0.808845,1,48.998566,
129,4.280455,-4.581120,-5.254829,0.673709,1,49.057638,
130,4.313636,-4.600740,-5.565053,0.964313,1,49.207828,
131,4.346818,-4.924824,-5.861743,0.936920,1,49.431992,
132,4.380000,-4.342427,-5.199225,0.856798,1,48.257057,
133,4.413182,-4.336476,-5.193429,0.856953,1,48.405324,
134,4.446364,-4.167212,-5.177562,1.010350,1,46.517575,
135,4.479545,-4.038742,-5.220649,1.181906,1,47.382219,
136,4.512727,-3.449807,-5.180769,1.730962,1,48.051615,
137,4.545909,-3.303643,-5.715254,2.411611,1,48.635741,
138,4.579091,-3.228812,-4.781769,1.552956,1,48.653949,
139,4.612273,-3.472414,-4.660744,1.188330,1,48.435567,
140,4.645455,-2.556281,-4.509727,1.953446,1,49.127375,
141,4.678636,-2.587203,-4.389414,1.802211,1,49.278471,
142,4.711818,-2.604188,-4.258507,1.654318,1,50.328238,
143,4.745000,-2.503280,-3.853879,1.350599,1,50.064627,
144,4.778182,-2.921985,-3.923345,1.001360,1,50.475249,
145,4.811364,-2.508635,-3.523219,1.014585,1,51.916344,
146,4.844545,-2.782156,-3.554089,0.771933,1,52.473805,
147,4.877727,-2.616246,-3.150296,0.534050,1,53.151153,
148,4.910909,-2.344676,-3.035012,0.690336,1,53.416268,
149,4.944091,-2.308983,-2.820533,0.511550,1,53.035520,
150,4.977273,-2.000724,-2.600213,0.599489,1,56.462263,
151,5.010455,-1.689866,-2.319115,0.629249,1,57.388767,
152,5.043636,0.588185,-1.455602,2.043787,1,60.784711,
153,5.076818,0.941848,-1.175679,2.117527,1,60.138907,
154,5.110000,0.941680,-1.123053,2.064733,1,61.785815,
155,5.143182,1.307115,-0.886587,2.193702,1,64.669768,
156,5.176364,0.923612,-0.745647,1.669260,1,68.384368,
157,5.209545,1.019831,-0.997202,2.017033,1,69.520972,
158,5.242727,0.928475,-0.562820,1.491295,1,72.610661,
159,5.275909,0.631729,-0.261881,0.893609,1,73.945831,
160,5.309091,1.865173,-0.097486,1.962660,1,73.573391,
161,5.342273,0.964697,-0.553372,1.518069,1,75.760680,
162,5.375455,0.994590,-0.816441,1.811031,1,63.745172,
163,5.408636,0.860395,-0.806260,1.666655,1,87.770901,
164,5.441818,1.765366,-0.667939,2.433305,1,103.869698,
165,5.475000,1.522548,-0.660216,2.182764,1,60.078589,
166,5.508182,0.453450,-0.964158,1.417608,1,84.727063,
167,5.541364,0.087572,-1.142153,1.229725,1,98.229323,
168,5.574545,-0.046076,-0.761682,0.715605,1,101.094717,
169,5.607727,0.405232,-0.677578,1.082810,1,99.051512,
170,5.640909,0.417178,-1.632214,2.049392,1,,
171,5.674091,0.338210,-2.007329,2.345539,1,,
172,5.707273,0.201598,-2.162346,2.363945,1,,
173,5.740455,0.115914,-1.939863,2.055777,1,,
174,5.773636,0.357254,-2.044102,2.401356,1,,
175,5.806818,0.191248,-2.138496,2.329745,1,,
